,Recommended Mapping Category,Relevancy Label,refSource,category,label,targetType,adword,mappingModality,version,targetLabel,score,version
2977,,L,openimage,OID,Toy,inclusion,Home & Garden|Smart Home,text+video,1,Home & Garden|Smart Home,0.744122069,1
2978,,H,openimage,41,Home appliance,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.825309423,"1,2"
2979,,H,imagenet,building,mobile home,inclusion,Home & Garden|Smart Home,text+video,1,Home & Garden|Smart Home,0.797922153,1
2980,,L,imagenet,technology,web site,inclusion,Events and Attractions,text+video,1,Events and Attractions,0.530875585,1
2981,,H,openimage,OID,House,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.807296493,"1,2"
2982,Telecommunications,L,coco,COCO,Cell phone,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.739960974,"1,2"
2983,,N,openimage,OID,Office building,inclusion,Music and Audio,text+video,1,Music and Audio,0.399384195,1
2984,,N,imagenet,fence,picket fence,inclusion,Music and Audio,text+video,1,Music and Audio,0.399872496,1
2985,Medical Health,L,imagenet,tool,stethoscope,inclusion,Music and Audio,text+video,1,Music and Audio,0.400446967,1
2986,,L,openimage,OID,Flag,inclusion,Music and Audio,text+video,1,Music and Audio,0.400935267,1
2987,,N,coco,COCO,Sofa,inclusion,Music and Audio,text+video,1,Music and Audio,0.401509738,1
2988,,N,imagenet,clothing,lab coat,inclusion,Music and Audio,text+video,1,Music and Audio,0.4047555,1
2989,,H,imagenet,building,home theater,inclusion,Music and Audio,text+video,1,Music and Audio,0.4047555,1
2990,,L,imagenet,toy,balloon,inclusion,Music and Audio,text+video,1,Music and Audio,0.405617206,1
2991,,N,imagenet,decor,window screen,inclusion,Music and Audio,text+video,1,Music and Audio,0.405617206,1
2992,,N,openimage,OID,Window blind,inclusion,Music and Audio,text+video,1,Music and Audio,0.405703377,1
2993,,N,coco,COCO,Toothbrush,inclusion,Music and Audio,text+video,1,Music and Audio,0.406708701,1
2994,,L,coco,COCO,Bench,inclusion,Music and Audio,text+video,1,Music and Audio,0.407053384,1
2995,,N,coco,COCO,Airplane,inclusion,Music and Audio,text+video,1,Music and Audio,0.407512961,1
2996,,N,imagenet,building,restaurant,inclusion,Music and Audio,text+video,1,Music and Audio,0.407915091,1
2997,,H,openimage,OID,Computer monitor,inclusion,Music and Audio,text+video,1,Music and Audio,0.409810845,1
2998,,H,imagenet,paper,book jacket,inclusion,Music and Audio,text+video,1,Music and Audio,0.412510859,1
2999,,L,openimage,OID,Box,inclusion,Music and Audio,text+video,1,Music and Audio,0.414234272,1
3000,,N,imagenet,outdoor scene,spider web,inclusion,Music and Audio,text+video,1,Music and Audio,0.417681099,1
3001,,L,imagenet,outdoor scene,fountain,inclusion,Music and Audio,text+video,1,Music and Audio,0.417681099,1
3002,,H,imagenet,technology,abacus,inclusion,Music and Audio,text+video,1,Music and Audio,0.419978983,1
3003,,N,coco,COCO,Tennis racket,inclusion,Music and Audio,text+video,1,Music and Audio,0.420496007,1
3004,,N,coco,COCO,Clock,inclusion,Music and Audio,text+video,1,Music and Audio,0.421501331,1
3005,,H,imagenet,electronics,loudspeaker,inclusion,Music and Audio,text+video,1,Music and Audio,0.426298165,1
3006,,H,openimage,OID,Microphone,inclusion,Music and Audio,text+video,1,Music and Audio,0.434513101,1
3007,,H,imagenet,electronics,computer keyboard,inclusion,Music and Audio,text+video,1,Music and Audio,0.443532297,1
3008,Technology & Computing,H,openimage,OID,Headphones,inclusion,Music and Audio,text+video,1,Music and Audio,0.448874878,1
3009,,L,imagenet,electronics,oscilloscope,inclusion,Music and Audio,text+video,1,Music and Audio,0.45042595,1
3010,,H,coco,COCO,Chair,inclusion,Music and Audio,text+video,1,Music and Audio,0.454160012,1
3011,,N,openimage,OID,Skull,inclusion,Music and Audio,text+video,1,Music and Audio,0.457721732,1
3012,,L,openimage,OID,Fountain,inclusion,Music and Audio,text+video,1,Music and Audio,0.470130307,1
3013,Telecommunications,H,coco,COCO,Cell phone,inclusion,Music and Audio,text+video,1,Music and Audio,0.473490963,1
3014,,H,coco,COCO,Laptop,inclusion,Music and Audio,text+video,1,Music and Audio,0.515341181,1
3015,,N,openimage,OID,Poster,inclusion,Music and Audio,text+video,1,Music and Audio,0.577154268,1
3016,,H,coco,COCO,Television,inclusion,Music and Audio,text+video,1,Music and Audio,0.59140115,1
3017,,L,imagenet,technology,web site,inclusion,Events and Attractions|Cinemas and Events,text+video,1,Events and Attractions|Cinemas and Events,0.43,1
808,,H,audio,,Cash register,inclusion,Business and Finance||Financial Industry,text+video,1,Business and Finance||Financial Industry,0.628568951,1
13148,,H,audio,,Cash register,inclusion,Events and Attractions|Casinos & Gambling,text+video,2,Events and Attractions|Casinos & Gambling,0.65423377,2
3020,,H,imagenet,electronics,CD player,inclusion,Music and Audio,text+video,2,Music and Audio,0.798056338,"1,2"
3788,,H,audio,,Cash register,inclusion,Shopping,text+video,1,Shopping,0.585624577,1
7190,,H,audio,,Cat,inclusion,Pets,text+video,2,Pets,0.790296265,2
7191,,H,audio,,Cat,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.874601247,2
7209,,L,audio,,"Cattle, bovinae",inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.757709933,2
3511,,H,audio,,"Cattle, bovinae",inclusion,Real Estate|Land and Farms,text+video,2,Real Estate|Land and Farms,0.787620644,"1,2"
7284,,H,audio,,Cello,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.712110241,2
3027,,H,coco,COCO,Computer keyboard,inclusion,Music and Audio,text+video,2,Music and Audio,0.74560636,"1,2"
7216,,L,audio,,"Chicken, rooster",inclusion,Food & Drink|Cooking,text+video,2,Food & Drink|Cooking,0.720911046,2
1197,,H,audio,,Child singing,inclusion,Education|Primary Education,text+video,1,Education|Primary Education,0.634728357,1
5518,,H,audio,,Child singing,inclusion,Family and Relationships|Parenting,text+video,2,Family and Relationships|Parenting,0.686272789,"1,2"
3031,,H,imagenet,electronics,microphone,inclusion,Music and Audio,text+video,1,Music and Audio,0.764844918,1
7151,,L,audio,,Child singing,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.714986115,2
3033,,H,Places2,,music_studio,inclusion,Music and Audio,text+video,2,Music and Audio,0.922785529,"1,2"
3034,,N,coco,COCO,Chair,inclusion,Pets,text+video,1,Pets,0.374474713,1
3035,,H,imagenet,dog,Pembroke,inclusion,Pets,text+video,1,Pets,0.374474713,1
3036,,H,imagenet,dog,bluetick,inclusion,Pets,text+video,1,Pets,0.378949427,1
3037,,N,coco,COCO,Bed,inclusion,Pets,text+video,1,Pets,0.379003123,1
3038,,H,imagenet,dog,French bulldog,inclusion,Pets,text+video,2,Pets,0.726681769,"1,2"
3039,,L,openimage,OID,Window,inclusion,Pets,text+video,1,Pets,0.379396898,1
3040,,H,coco,COCO,Bowl,inclusion,Pets,text+video,1,Pets,0.379495342,1
3041,,H,openimage,OID,Polar bear,inclusion,Pets,text+video,1,Pets,0.379549038,1
3042,,L,openimage,OID,Toy,inclusion,Pets,text+video,1,Pets,0.379754875,1
3043,,H,imagenet,dog,English setter,inclusion,Pets,text+video,1,Pets,0.380023358,1
3044,,N,imagenet,accessory,gasmask,inclusion,Pets,text+video,1,Pets,0.380112852,1
3045,,N,openimage,OID,Footwear,inclusion,Pets,text+video,1,Pets,0.380318689,1
3046,,H,imagenet,dog,Tibetan terrier,inclusion,Pets,text+video,1,Pets,0.380381335,1
3047,,H,coco,COCO,Horse,inclusion,Pets,text+video,1,Pets,0.380721413,1
3048,,H,imagenet,dog,Saint Bernard,inclusion,Pets,text+video,1,Pets,0.380918301,1
3049,,H,imagenet,dog,schipperke,inclusion,Pets,text+video,2,Pets,0.71083929,"1,2"
3050,,H,imagenet,dog,Samoyed,inclusion,Pets,text+video,1,Pets,0.381276278,1
3051,,H,imagenet,rabbit,Angora,inclusion,Pets,text+video,1,Pets,0.381276278,1
3052,,N,coco,COCO,Car,inclusion,Pets,text+video,1,Pets,0.381338924,1
3053,,H,openimage,OID,Rabbit,inclusion,Pets,text+video,1,Pets,0.382242816,1
3054,,H,imagenet,dog,whippet,inclusion,Pets,text+video,2,Pets,0.737012127,"1,2"
3055,,H,coco,COCO,Cow,inclusion,Pets,text+video,1,Pets,0.383155657,1
3056,,H,imagenet,dog,American Staffordshire terrier,inclusion,Pets,text+video,1,Pets,0.38342414,1
3057,,H,imagenet,dog,pug,inclusion,Pets,text+video,1,Pets,0.383961106,1
3058,,N,imagenet,dog,Cardigan,inclusion,Pets,text+video,1,Pets,0.384319083,1
3059,,N,imagenet,sports equipment,ski,inclusion,Pets,text+video,1,Pets,0.384498071,1
3060,,N,imagenet,instrument,pick,inclusion,Pets,text+video,1,Pets,0.384856048,1
3061,,N,coco,COCO,Ski,inclusion,Pets,text+video,1,Pets,0.384999239,1
3062,,N,coco,COCO,Snowboard,inclusion,Pets,text+video,1,Pets,0.385249823,1
3063,,H,openimage,OID,Owl,inclusion,Pets,text+video,1,Pets,0.385598851,1
3064,,H,coco,COCO,Bear,inclusion,Pets,text+video,1,Pets,0.387478231,1
3065,,H,imagenet,dog,Maltese dog,inclusion,Pets,text+video,1,Pets,0.38950975,1
3066,,N,coco,COCO,Suitcase,inclusion,Pets,text+video,1,Pets,0.395013648,1
3067,,N,coco,COCO,Coffee cup,inclusion,Pets,text+video,1,Pets,0.396123377,1
3068,,L,coco,COCO,Sofa,inclusion,Pets,text+video,1,Pets,0.400419102,1
3069,,H,coco,COCO,Bird,inclusion,Pets,text+video,1,Pets,0.400472798,1
3070,,H,imagenet,dog,West Highland white terrier,inclusion,Pets,text+video,1,Pets,0.412062306,1
3071,,N,coco,COCO,Teddy bear,inclusion,Pets,text+video,1,Pets,0.423338584,1
3072,,H,coco,COCO,Cat,inclusion,Pets,text+video,2,Pets,0.836043434,"1,2"
3073,,H,imagenet,dog,beagle,inclusion,Pets,text+video,2,Pets,0.784725439,"1,2"
3074,,H,imagenet,dog,toy terrier,inclusion,Pets,text+video,2,Pets,0.776942825,"1,2"
3075,,H,imagenet,dog,toy poodle,inclusion,Pets,text+video,2,Pets,0.768842315,"1,2"
3076,,H,imagenet,dog,Chihuahua,inclusion,Pets,text+video,2,Pets,0.784715663,"1,2"
3077,,H,imagenet,dog,Dandie Dinmont,inclusion,Pets,text+video,1,Pets,0.822634751,1
3078,,H,imagenet,dog,Sealyham terrier,inclusion,Pets,text+video,1,Pets,0.822634814,1
3079,,H,imagenet,dog,dalmatian,inclusion,Pets,text+video,1,Pets,0.837158729,1
3080,,H,imagenet,dog,Leonberg,inclusion,Pets,text+video,2,Pets,0.810677274,"1,2"
3081,,H,imagenet,dog,kuvasz,inclusion,Pets,text+video,2,Pets,0.810677274,"1,2"
3082,,H,imagenet,dog,groenendael,inclusion,Pets,text+video,2,Pets,0.810677274,"1,2"
3083,,H,imagenet,dog,Appenzeller,inclusion,Pets,text+video,2,Pets,0.810677274,"1,2"
3084,,H,imagenet,dog,EntleBucher,inclusion,Pets,text+video,2,Pets,0.810677274,"1,2"
3085,,H,Places2,,veterinarians_office,inclusion,Pets,text+video,2,Pets,0.81893263,"1,2"
3086,,H,openimage,OID,Dog,inclusion,Pets,text+video,2,Pets,0.906290335,"1,2"
3087,,N,coco,COCO,Snowboard,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.376939453,1
3088,Pets || Fish and Aquariums ,H,Places2,,aquarium,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.377145663,1
3089,,H,Places2,,natural_history_museum,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.377302722,1
3090,,H,imagenet,bird,partridge,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.832103762,"1,2"
3091,,H,imagenet,bird,prairie chicken,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.37746475,1
3092,,H,imagenet,bird,drake,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.819696634,"1,2"
3093,Events and Attractions || Zoo's and Aquariams,L,openimage,OID,Rays and skates,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.377720487,1
3094,,N,imagenet,tool,quill,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.378294166,1
3095,,L,openimage,OID,Tree,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.378294166,1
3096,,H,openimage,OID,Eagle,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.378895494,1
3097,,H,openimage,OID,Blue jay,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.379413879,1
3098,,H,openimage,OID,Falcon,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.380229472,1
3099,,H,imagenet,bird,great grey owl,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.380505944,1
3100,,H,imagenet,bird,albatross,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.380505944,1
3101,,N,coco,COCO,Bed,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.380540503,1
3102,,H,imagenet,bird,bald eagle,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.38064418,1
3103,,H,imagenet,bird,toucan,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.816833569,"1,2"
3104,,N,coco,COCO,Clock,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.382952723,1
3105,,L,coco,COCO,Kite,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.386906276,1
3106,,H,openimage,OID,Sparrow,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.733672911,"1,2"
3107,,H,imagenet,bird,jay,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.836204319,"1,2"
3108,,H,coco,COCO,Dog,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.401787393,1
3109,,H,openimage,OID,Owl,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.756243231,"1,2"
3110,,H,Places2,,veterinarians_office,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.412178328,1
3111,,L,Places2,field,field/wild,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.755369038,"1,2"
3112,,H,imagenet,bird,indigo bunting,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.447688692,1
3113,Events and Attractions,H,openimage,OID,Parrot,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.765778891,"1,2"
3114,,H,imagenet,bird,pelican,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.843035307,"1,2"
3115,,H,imagenet,bird,vulture,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.836598385,"1,2"
3116,,H,imagenet,bird,macaw,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.84180931,"1,2"
3117,,H,imagenet,bird,flamingo,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.84407183,"1,2"
3118,,H,imagenet,bird,hen,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.843116381,"1,2"
3119,,H,imagenet,bird,hummingbird,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.860559684,"1,2"
3120,,H,imagenet,bird,peacock,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.845834596,"1,2"
7152,,H,audio,,Child singing,inclusion,Music and Audio,text+video,2,Music and Audio,0.712891675,2
3122,,H,imagenet,bird,crane (bird),inclusion,Pets|Birds,text+video,2,Pets|Birds,0.825156717,"1,2"
3123,,H,imagenet,bird,jacamar,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.88473637,"1,2"
3124,,H,imagenet,bird,brambling,inclusion,Pets|Birds,text+video,1,Pets|Birds,0.947891563,1
3125,,H,imagenet,bird,dowitcher,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.88473637,"1,2"
3126,,H,openimage,OID,Bird,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.957477382,"1,2"
3127,,H,openimage,OID,Bat,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.373300633,1
3128,,N,coco,COCO,Tie,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.378186093,1
3129,,L,openimage,OID,Owl,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.378965409,1
3130,,N,coco,COCO,Clock,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.379011251,1
3131,,L,coco,COCO,Sofa,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.380052522,1
3132,,L,coco,COCO,Sheep,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.381119988,1
3133,,N,coco,COCO,Teddy bear,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.381964793,1
3134,,N,coco,COCO,Kite,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.382338079,1
3135,,L,coco,COCO,Bear,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.387158051,1
3136,,N,coco,COCO,Bed,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.400006942,1
3137,,H,coco,COCO,Dog,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.836308369,"1,2"
3138,,H,imagenet,dog,Appenzeller,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.825293906,"1,2"
3139,,L,imagenet,dog,Leonberg,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.825293906,"1,2"
3140,,L,imagenet,dog,groenendael,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.825293906,"1,2"
3141,,H,imagenet,dog,Chihuahua,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.80376659,"1,2"
3142,,L,imagenet,dog,toy terrier,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.783507962,"1,2"
3143,,L,imagenet,dog,toy poodle,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.776022414,"1,2"
3144,,L,imagenet,dog,pug,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.667860665,1
3145,,N,imagenet,bear,lesser panda,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.698563767,1
3146,,H,imagenet,cat,Siamese cat,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.703430717,1
3147,,H,imagenet,cat,tabby,inclusion,Pets|Cats,text+video,1,Pets|Cats,0.733315233,1
3148,,H,imagenet,cat,Egyptian cat,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.893249012,"1,2"
3149,,H,imagenet,cat,Persian cat,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.863982019,"1,2"
3150,,H,Places2,,veterinarians_office,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.793163029,"1,2"
3151,,H,openimage,OID,Cat,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.975660205,"1,2"
3152,,H,imagenet,dog,kelpie,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.808455091,"1,2"
3153,,H,imagenet,dog,standard poodle,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.841336745,"1,2"
3154,,L,imagenet,bird,great grey owl,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.377613466,1
3155,,H,imagenet,dog,Border collie,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.832214958,"1,2"
3156,,L,coco,COCO,Sofa,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.377951044,1
3157,Events and Attractions,H,openimage,OID,Goat,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.378180884,1
3158,,H,imagenet,dog,Kerry blue terrier,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.817547896,"1,2"
3159,"Home & Garden, Shopping",H,openimage,OID,Dog bed,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.817126071,"1,2"
3160,,H,imagenet,dog,flat-coated retriever,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.812945494,"1,2"
3161,,H,imagenet,dog,toy poodle,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.834378443,"1,2"
3162,,H,imagenet,dog,Tibetan terrier,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.379049969,1
3163,,H,imagenet,dog,Yorkshire terrier,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.832825597,"1,2"
3164,,N,coco,COCO,Bottle,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.379286992,1
3165,,H,imagenet,dog,American Staffordshire terrier,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.379337269,1
3166,,H,imagenet,dog,Chihuahua,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.863672596,"1,2"
3167,,N,coco,COCO,Houseplant,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.379911871,1
3168,,N,coco,COCO,Tie,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.380321274,1
3169,,H,imagenet,dog,Norwegian elkhound,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.380917423,1
3170,,H,imagenet,dog,Pomeranian,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.847789388,"1,2"
3171,Sprts,H,coco,COCO,Ball,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.381477659,1
3172,,L,coco,COCO,Cat,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.81241916,"1,2"
3173,,H,imagenet,dog,chow,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.381635674,1
3174,,L,coco,COCO,Cow,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.382260553,1
3175,,L,coco,COCO,Horse,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.738599371,"1,2"
3176,,L,openimage,OID,Monkey,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.384817528,1
3177,,L,coco,COCO,Bench,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.389285052,1
3178,,N,coco,COCO,Bed,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.390089494,1
3179,,H,imagenet,dog,Great Dane,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.836341033,"1,2"
3180,,H,imagenet,dog,Weimaraner,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.825599093,"1,2"
3181,,H,openimage,OID,Polar bear,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.39773169,1
3182,,N,coco,COCO,Teddy bear,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.401093107,1
3183,,L,coco,COCO,Bear,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.40481365,1
3184,,L,coco,COCO,Bird,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.413116637,1
3185,,L,coco,COCO,Sheep,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.715498079,"1,2"
3186,,H,imagenet,dog,Labrador retriever,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.854437814,"1,2"
3187,,H,imagenet,dog,pug,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.843184576,1
3188,Travel || Polar Travel,H,imagenet,dog,Eskimo dog,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.843308862,1
3189,,H,imagenet,dog,toy terrier,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.846896889,"1,2"
3190,,H,imagenet,dog,Sealyham terrier,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.854918411,1
3191,,H,imagenet,dog,Dandie Dinmont,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.854918476,1
3192,,H,imagenet,dog,beagle,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.865992952,"1,2"
3193,,H,imagenet,dog,dalmatian,inclusion,Pets|Dogs,text+video,1,Pets|Dogs,0.907341624,1
3194,,H,Places2,,veterinarians_office,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.800724336,"1,2"
3195,,H,imagenet,dog,Appenzeller,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.890590038,"1,2"
3196,,H,imagenet,dog,EntleBucher,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.890590038,"1,2"
3197,,H,imagenet,dog,Leonberg,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.890590038,"1,2"
3198,,H,imagenet,dog,groenendael,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.890590038,"1,2"
3199,,H,imagenet,dog,kuvasz,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.890590038,"1,2"
3200,,H,openimage,OID,Dog,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.98744949,"1,2"
3201,,H,openimage,OID,Otter,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.401918259,1
3202,,N,coco,COCO,Suitcase,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.40201316,1
3203,,N,openimage,OID,Sculpture,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.402361129,1
3204,,H,openimage,OID,Bull,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.402424396,1
3205,,H,openimage,OID,Pig,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.723559089,"1,2"
3206,,H,imagenet,ungulate,water buffalo,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.402898899,1
3207,,H,openimage,OID,Ostrich,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.403310135,1
3208,,N,imagenet,ungulate,tusker,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.40353157,1
3209,,H,imagenet,ungulate,bighorn,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.40353157,1
3210,,H,openimage,OID,Fish,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.757510366,"1,2"
3211,,H,openimage,OID,Squirrel,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.40441731,1
3212,,N,coco,COCO,Surfboard,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.404923447,1
3213,,H,imagenet,wild dog,dhole,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.405113248,1
3214,,H,imagenet,wild cat,leopard,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.406062255,1
3215,,N,coco,COCO,Teddy bear,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.718833122,"1,2"
3216,,H,imagenet,tool,bucket,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.407011262,1
3217,,H,imagenet,dinosaur,triceratops,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.407960268,1
3218,Pets || Dog,L,imagenet,dog,Bouvier des Flandres,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.408909275,1
3219,,H,imagenet,dog,standard poodle,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.714554452,"1,2"
3220,,H,openimage,OID,Alpaca,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.413591041,1
3221,,H,imagenet,echinoderms,starfish,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.415235986,1
3222,,H,imagenet,ungulate,ram,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.415235986,1
3223,,H,openimage,OID,Animal,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.854030587,"1,2"
3224,Events and Attractions,H,openimage,OID,Goat,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.419917753,1
3225,,H,imagenet,dog,flat-coated retriever,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.718583349,"1,2"
3226,,N,coco,COCO,Cake,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.420613691,1
3227,,H,imagenet,sloth,three-toed sloth,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.420613691,1
3228,Home & Garden,L,imagenet,fence,chainlink fence,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.420613691,1
3229,,H,imagenet,ungulate,bison,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.421246362,1
